Actor1,Actor10,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
Dan Castellaneta,,Julie Kavner,Nancy Cartwright,,,,,,,"Dan Castellaneta, Julie Kavner, Nancy Cartwright",Won 1 BAFTA Award5 wins & 34 nominations total,"$183,135,014 ",United States,N/A,David Silverman,"Animation, Adventure, Comedy",English,80,"Homer adopts a pig who's run away from Krusty Burger after Krusty tried to have him slaughtered, naming the pig ""Spider Pig."" At the same time, the lake is protected after the audience sinks the barge Green Day is on with garbage after they mention the environment. Meanwhile, Spider Pig's waste has filled up a silo in just 2 days, apparently with Homer's help. Homer can't get to the dump quickly so dumps the silo in the lake, polluting it. Russ Cargill, the villainous boss of the EPA, gives Arnold Schwarzenegger, president of the USA, 5 options and forces him to choose 4 (which is, unfortunately, to destroy Springfield) and put a dome over Springfield to prevent evacuation. Homer, however, has escaped, along with his family. Can he stop the evil Cargill from annihilating his hometown, and his family, who have been forced to return to Springfield?",https://m.media-amazon.com/images/M/MV5BMzIxN2IzOGItOTcyZi00MTkzLWE4ZjktZTdlOWFiYWE4NzlmXkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",27-Jul-07,TRUE,87 min,The Simpsons Movie,movie,N/A,"James L. Brooks, Matt Groening, Al Jean",2007,tt0462538,7.3,"360,821"
Kurt Russell,,Wilford Brimley,Keith David,,,,,,,"Kurt Russell, Wilford Brimley, Keith David",5 nominations total,"$20,063,820 ",United States,N/A,John Carpenter,"Horror, Mystery, Sci-Fi","English, Norwegian",57,"A US research station, Antarctica, early-winter 1982. The base is suddenly buzzed by a helicopter from the nearby Norwegian research station. They are trying to kill a dog that has escaped from their base. After the destruction of the Norwegian chopper the members of the US team fly to the Norwegian base, only to discover them all dead or missing. They do find the remains of a strange creature the Norwegians burned. The Americans take it to their base and deduce that it is an alien life form. After a while it is apparent that the alien can take over and assimilate into other life forms, including humans, and can spread like a virus. This means that anyone at the base could be inhabited by The Thing, and tensions escalate.",https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",25-Jun-82,TRUE,109 min,The Thing,movie,N/A,"Bill Lancaster, John W. Campbell Jr.",1982,tt0084787,8.2,"517,016"
Ben Affleck,,Rebecca Hall,Jon Hamm,,,,,,,"Ben Affleck, Rebecca Hall, Jon Hamm",Nominated for 1 Oscar. 9 wins & 46 nominations total,"$92,186,262 ","United States, United Kingdom",N/A,Ben Affleck,"Crime, Drama, Thriller",English,74,"The Charlestown neighborhood of Boston is renowned for churning out a high number of armed robbers, generation after generation. These robbers never leave their Charlestown life on their own volition, the neighborhood where there is an unwritten code to protect that lifestyle. Such robbers include friends Doug MacRay, James Coughlin, Albert 'Gloansy' Magloan and Desmond Elden. Doug and James in particular treat each other like family, as the Coughlins have realistically been as such to Doug since Doug's mother ran off and Doug's father, Stephen MacRay, was sent to prison. James' single mother sister, the drugged out Krista Coughlin, and Doug have a casual sexual relationship. The foursome carry out a mostly successful bank robbery, but due to circumstances take the bank manager, Claire Keesey, hostage for a short period before releasing her physically unharmed. They find out that Claire lives in Charlestown, so they want to ensure that she did not see anything that could incriminate them if they were to ever run into her. As such, Doug begins a personal relationship with her to find out what she knows and what she's told the police and the FBI, who have taken charge of the investigation. He learns that she has kept some information from the authorities for her own protection but information that could identify James in particular. But Doug slowly falls for her, as she does for him. Ultimately, Doug dreams about leaving his Charlestown life to be with Claire anywhere but there. But Doug has to try and keep his true identity from her, and keep the fact that he is seeing her from his colleagues. But leaving is not as easy as he would like as he and the gang are tasked with a big job by a local gangster named Fergie whether Doug likes it or not. And Adam Frawley, the FBI's lead investigator, comes into evidence that links the foursome to the bank robbery and a subsequent armored car heist, so is on their tail for evidence that will send them away dead or alive.",https://m.media-amazon.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",17-Sep-10,TRUE,125 min,The Town,movie,N/A,"Peter Craig, Ben Affleck, Aaron Stockard",2010,tt0840361,7.5,"442,359"
Leonardo DiCaprio,,Jonah Hill,Margot Robbie,,,,,,,"Leonardo DiCaprio, Jonah Hill, Margot Robbie",Nominated for 5 Oscars. 38 wins & 180 nominations total,"$116,900,694 ",United States,N/A,Martin Scorsese,"Biography, Comedy, Crime","English, French",75,"In the early 1990s, Jordan Belfort teamed with his partner Donny Azoff and started brokerage firm Stratton Oakmont. Their company quickly grows from a staff of 20 to a staff of more than 250 and their status in the trading community and Wall Street grows exponentially. So much that companies file their initial public offerings through them. As their status grows, so do the amount of substances they abuse, and so do their lies. They draw attention like no other, throwing lavish parties for their staff when they hit the jackpot on high trades. That ultimately leads to Belfort featured on the cover of Forbes Magazine, being called ""The Wolf Of Wall St."". With the FBI onto Belfort's trading schemes, he devises new ways to cover his tracks and watch his fortune grow. Belfort ultimately comes up with a scheme to stash their cash in a European bank. But with the FBI watching him like a hawk, how long will Belfort and Azoff be able to maintain their elaborate wealth and luxurious lifestyles?",https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",25-Dec-13,TRUE,180 min,The Wolf of Wall Street,movie,N/A,"Terence Winter, Jordan Belfort",2013,tt0993846,8.2,"1,759,293"
Pierce Brosnan,,Sophie Marceau,Robert Carlyle,,,,,,,"Pierce Brosnan, Sophie Marceau, Robert Carlyle",7 wins & 12 nominations total,"$126,943,684 ","United Kingdom, United States, Spain",N/A,Michael Apted,"Action, Adventure, Thriller","English, Russian, Spanish",57,"James Bond (Pierce Brosnan) is back. An oil tycoon is murdered in MI6, and Bond is sent to protect his daughter. Renard (Robert Carlyle), who has a bullet lodged in his brain from a previous Agent, is secretly planning the destruction of a pipeline. Bond gains a hand from research scientist Dr. Christmas Jones (Denise Richards), who witnesses the action which happens when Bond meets up with Renard, but Bond becomes suspicious about Elektra King (Sophie Marceau), especially when Bond's boss, M (Dame Judi Dench) goes missing. Bond must work quickly to prevent Renard from destroying Europe.",https://m.media-amazon.com/images/M/MV5BMDlmNTA0YmMtODJmMi00NTZhLTk4MzUtY2FiYjNhMmY4OTI1XkEyXkFqcGc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",19-Nov-99,TRUE,128 min,The World Is Not Enough,movie,N/A,"Neal Purvis, Robert Wade, Bruce Feirstein",1999,tt0143145,6.4,"218,190"
Pierce Brosnan,,Jonathan Pryce,Michelle Yeoh,,,,,,,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh",6 wins & 10 nominations total,"$125,304,276 ","United Kingdom, United States, Spain",N/A,Roger Spottiswoode,"Action, Adventure, Thriller","English, German, Danish, Mandarin, Cantonese",52,"Agent James Bond 007 (Pierce Brosnan) is on a mission which includes a media tycoon, his former lover and a Chinese Agent. Elliot Carver (Jonathan Pryce) wants to complete his global media empire, but in order for this to work, he must achieve broadcasting rights in China. Carver wants to start up World War III by starting a confrontation over British and Chinese waters. Bond gains the help of Wai Lin (Michelle Yeoh) on his quest to stop him, but how will Bond feel when he meets up with his former lover, Paris (Teri Hatcher), who is now Carver's wife.",https://m.media-amazon.com/images/M/MV5BMTM1MTk2ODQxNV5BMl5BanBnXkFtZTcwOTY5MDg0NA@@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",19-Dec-97,TRUE,119 min,Tomorrow Never Dies,movie,N/A,"Bruce Feirstein, Ian Fleming",1997,tt0120347,6.5,"213,704"
Tom Hanks,,Tim Allen,Don Rickles,,,,,,,"Tom Hanks, Tim Allen, Don Rickles",Nominated for 3 Oscars. 29 wins & 24 nominations total,"$229,947,062 ",United States,N/A,John Lasseter,"Animation, Adventure, Comedy",English,96,"A little boy named Andy loves to be in his room, playing with his toys, especially his doll named ""Woody"". But, what do the toys do when Andy is not with them, they come to life. Woody believes that his life (as a toy) is good. However, he must worry about Andy's family moving, and what Woody does not know is about Andy's birthday party. Woody does not realize that Andy's mother gave him an action figure known as Buzz Lightyear, who does not believe that he is a toy, and quickly becomes Andy's new favorite toy. Woody, who is now consumed with jealousy, tries to get rid of Buzz. Then, both Woody and Buzz are now lost. They must find a way to get back to Andy before he moves without them, but they will have to pass through a ruthless toy killer, Sid Phillips.",https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_SX300.jpg,N/A,G,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",22-Nov-95,TRUE,81 min,Toy Story,movie,N/A,"Joss Whedon, Andrew Stanton, Joel Cohen",1995,tt0114709,8.3,"1,153,271"
Amy Schumer,,Bill Hader,Brie Larson,,,,,,,"Amy Schumer, Bill Hader, Brie Larson",5 wins & 27 nominations total,"$110,225,700 ",United States,N/A,Judd Apatow,"Comedy, Drama, Romance","English, Mandarin",75,"Despite having a love/hate relationship with her scoundrel of a father Gordon Townsend, the one thing Amy Townsend has grown up believing from him is that monogamy isn't realistic, he and Amy's mom who broke up due to infidelity when Amy was young. As such, she gets drunk and stoned frequently in her pursuit of indiscriminate sex, with an unstated rule that there is no sleeping over once the sex is over. Her current ""boyfriend"", Steven, believes they are exclusive, not knowing that she sleeps with other men. Working at sensationalistic magazine S'nuff under head sensationalist Dianna, Amy is in line for a promotion, she certain to get it if her next story meets Dianna's scrutiny. That story is a profile of sports doctor to the stars, Dr. Aaron Conners, it despite Amy knowing nothing about sports. To Amy's amazement, Aaron wants to date her following their first sexual encounter, his sexual history in terms of quantity which is in extreme contrast to her own. Also to her amazement, she kind of wants to date him, the entire ritual of being the one person in another person's life a foreign concept to her. The road to a happy ending for the two is not guaranteed as their very different sexual histories and very different perspectives on sexual life may make them incompatible despite truly liking each other as people. Ensuring that his man Aaron is happy and doesn't get hurt in the process is someone who seems to take Aaron's personal life even more to heart than he does: LeBron James.",https://m.media-amazon.com/images/M/MV5BMTQ4MjgwNTMyOV5BMl5BanBnXkFtZTgwMTc1MjI0NDE@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",17-Jul-15,TRUE,125 min,Trainwreck,movie,N/A,Amy Schumer,2015,tt3152624,6.2,"146,153"
Brad Pitt,,Eric Bana,Orlando Bloom,,,,,,,"Brad Pitt, Eric Bana, Orlando Bloom",Nominated for 1 Oscar. 5 wins & 23 nominations total,"$133,378,256 ","United Kingdom, Malta, Bulgaria, United States",N/A,Wolfgang Petersen,"Action, Adventure, Drama",English,56,"It is the year 1250 B.C. during the late Bronze age. Two emerging nations begin to clash after Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband, Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans. But they come to a stop by Hector, Prince of Troy. The whole movie shows their battle struggles and the foreshadowing of fate in this adaptation of Homer's classic ""The Iliad.""",https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",14-May-04,TRUE,163 min,Troy,movie,N/A,"Homer, David Benioff",2004,tt0332452,7.3,"609,875"
Jeff Bridges,,Matt Damon,Hailee Steinfeld,,,,,,,"Jeff Bridges, Matt Damon, Hailee Steinfeld",Nominated for 10 Oscars. 38 wins & 170 nominations total,"$171,243,005 ",United States,N/A,"Ethan Coen, Joel Coen","Drama, Western",English,80,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and surprises on the journey, and each has his or her ""grit"" tested.",https://m.media-amazon.com/images/M/MV5BMTU5MjU3MTI4OF5BMl5BanBnXkFtZTcwMTQxOTAxNA@@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",22-Dec-10,TRUE,110 min,True Grit,movie,N/A,"Joel Coen, Ethan Coen, Charles Portis",2010,tt1403865,7.6,"370,062"
Hugo Weaving,,Natalie Portman,Rupert Graves,,,,,,,"Hugo Weaving, Natalie Portman, Rupert Graves",7 wins & 29 nominations total,"$70,511,035 ","United States, United Kingdom, Germany",N/A,James McTeigue,"Action, Drama, Sci-Fi","English, French, Latin, Spanish",62,"In the distant future, Evey Hammond is an average citizen of the United Kingdom, which is under the rule of the fascist and tyrannical Norsefire Party. She is an employee of the state-run British Television Network, but soon, she becomes the number one enemy of the state together with an enigmatic and larger-than-life freedom fighter known only by the letter ""V"". V informs Evey that she must hide in his underground lair for at least one year, and while she is reluctant to the idea at first, a bond soon forms between the two individuals. In the meanwhile, the mysterious past of V is gradually revealed to the police inspector tasked with capturing him, Eric Finch, and it is not long until he starts questioning everything his government stands for.",https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",17-Mar-06,TRUE,132 min,V for Vendetta,movie,N/A,"Lilly Wachowski, Lana Wachowski, David Lloyd",2005,tt0434409,8.1,"1,238,329"
